20081216115611AABL5VF	Entertainment & Music;Music;Other - Music	Sapete scrivermi questa canzone?	nonla traduzione, ma le parole:   Great DJ - The Ting Tings   grazie in anticipo...
20081014135723AAAsOE0	Entertainment & Music;Television;Soap Operas	Lily and Colleen have sqeaky Valley girl voices?	Especially lily's voice she is like : "Ewwwww" especially when they were doing this online dating thing. GMAB Lol, what are they still acting like 15 yrs old. Lily and Colleen both need to grow up!
20081014081633AAo0SM4	Entertainment & Music;Television;Soap Operas	Y&R- Colleen, Chloe and Amber are bobbleheads!?	Is it just me but Collen, Chloe and Amber have big heads for their tiny bodies way out of proportion i think chloe has the biggest head what do you think?
20081029105040AAGYXD8	Entertainment & Music;Television;Soap Operas	Y&R The infamous Jack turned on Adam..didnt you expect this?	We all know how shallow jack is..and i was happy sharon told him off yday..but I hope he gets whats coming to him for turning on adam even though adam deserved it but jack dont deserve to get away with it.
20090219172943AAjM7E0	Entertainment & Music;Music;Rap and Hip-Hop	Is it fack or *****???????????	im really wonderin now if itz fack or *****. you wanna tell me.      And is soulja boy and larry the male nun gay together??      Larry the male nun (for ppl who don't kno) is this dude:    http://answers.yahoo.com/question/index;... 
20081029225724AA8ZEF8	Entertainment & Music;Polls & Surveys	WTF are you doing up at this hour??!!?	I have bad nerves cuz I'm getting married Friday. Whats your reason (if you're on the East coast)
20071018181233AApTId9	Entertainment & Music;Polls & Surveys	Porke usan la expresion me caga?? se k significa pero pork esa expresion?	N/A
20081011201001AAzy7oF	Entertainment & Music;Polls & Surveys	The unanswerable question see if u have the answer?	why do bad things happen to good people?      i have always thought because no on cares if bad things happen to bad people.  your thoughts?
20081009144239AADL1j7	Entertainment & Music;Polls & Surveys	Who's the thorn in your side?	 http://uk.youtube.com/watch?v=Eu2DA4I4TG... 
20080402073937AAMYrpw	Entertainment & Music;Movies	How can I contact the relevant distributors in the UK for the film "Children of a Lesser God" (1986)?	I checked www.imdb.com to check Paramount's details as they were the theatrical distributors in the US, but no details as to whom were responsible for the UK release. I need to contact them to check re. copyright issues. Thanks.
20081114102341AAVT34i	Entertainment & Music;Television;Soap Operas	Y&R fans- Who think Katherine will return, and .......?	Y&R fans- Who think Katherine will return, and flip sh*t - On Jill for so called taking over everything? Jill is being so nasty to Nikki, and Nikki was Mrs. C's good friend .... and she is being so rude to Amber and that is another one of her gals. I think Katherine is going to come back and they aren't going to believe it is her ... so they will do a DNA test with Jill and find out she isn't her daughter. And then Catherine will banish her from her life and her company. Whats your Opinion?
20081017140002AAP7OxT	Entertainment & Music;Television;Soap Operas	~`*Are you interested in a Y&R Spolier for Monday? *`~?	So tell me .... are you interested?      FYI: the following is the WHOLE STORY LINE for Monday - if you dont want it to be spoiled ..... DONT read my SPOILER - for the rest Enjoy .... Monday gets really Juicy.      As Mike's working hard on Lowell's case, Eden comes out to cheerily bid them adieu. Huh? Can't be school she's off to - there's a teacher's convention, Lauren chimes in. No sillies - Eden's not going to bust her father out of jail again - cheerio now. Oh noooo - she's not going anywhere before big brother gives her a good talking to.       At NE, the Newman kids wonder what happened to their mother (who's supposed to come straight there from the airport). What if she got detained - or worse, charged? Nick wrings his hands. On cue, Nikki breezes in crowing that their plan worked perfectly - now - what next? Ohhh no - Nick protests.       JR tracks Heather down at her office. I waited up, she pouts - where WERE you? JR was on his laptop all night - retooling his resume at a diner. She blurts out that Victor's in Rio - it was a party down there - Nikki - Paul even. Yes, I was, Paul's arrival sends JR along so he can be scolded by his ADA daughter.       At the Abbott home, a sweaty Sharon removes her rank runners after a jog - but it's a rat she smells as she asks Jack what he was doing at the Motor Arms Motel.       In a hushed whisper, the Baldwin's decide the fate of Eden (whom Lauren feels hasn't done anything wrong). She's touching my computer, Mike leans over to witness. Lauren leaves Mike to rescue his laptop, then set up new ground rules. Huffing n' puffing - and contorting her face, Eden listens as Mike points out that he didn't ask for this - BUT - he has no regrets - and wants things to work - and for Lowell to come home to a happy, well adjusted teenage daughter. Furthermore, Mike now believes Lowell's innocent - and was on his way to tell him so when she broke him out. I'll do right by him, Mike promises.       How on earth could that motel possibly get MY credit card information? Jack says as he hangs up - must be identity theft - of COURSE he's not having an affair. No - Sharon didn't really think that (and kisses him to prove it).       Nikki explains how Paul helped her in Mexico. Next time, Nick wants to handle 'this'. Vikki agrees - let Nick take over. He reminds Nikki that she recently fell off the wagon - and Vikki can't handle having BOTH her parents wanted by the law. It's easy for ME to leave town, Nick insists - wherever he goes, he'll make it look like Dad was there.       Paul insists he followed Nikki with the best of intents - hoping to talk to Victor - convince him to come back to GC and talk to police. You lied - said you were there on MY behalf, Heather wails out her theory - you followed your 'pal' Nikki - to warn her - and LET Victor get away. Never again will Heather discuss this case with her Daddy - you can't be trusted. I didn't mean to hurt you - sorry, Paul looks devastated.       Mike tells Eden about Howard, the man who chose to go to prison rather than testify against Lowell - THAT'S when I knew he was innocent. I'll do everything in my power to bring Lowell home to you. Trust me. Your behavior might impact Lowell's case - if you get in trouble the prosecutor will use it against Lowell's character - no more ditching school or sneaking out to parties - walk the straight and narrow. Mike knows - following rules was never HIS strong suit either.            Jack hangs up - done - the credit card's cancelled. Sharon thinks it strange that's all it was used for. Noah interrupts to ask if he can meet friends at CL's. As Sharon offers to drive him, Jack offers to stop and get the Mexican Tamales for dinner. Jack then gets a call from JR (who's in the motel room). Victor's been spotted in South America - they're on his trail, JR reports.       Heather shows up at the ranch with an officer - wanting to hear all about Nikki's trip to Rio. Tell me here and now or come in for questioning. By all means, call your lawyer over - can't wait to get started.       Jack not so discreetly lets himself into the motel room - and informs that Robert gave him a publish date for the diary. JR has more for him - his expose on his father. He's been working on it all night - it'll lend credibility to the diary. JR reads aloud - he went to meet his father on his dying mother's wish. Victor embraced him fully - but JR soon saw a ego maniacal, unforgiving man who's vengeance knows no bounds.       Nick and Vikki wrap up a meeting (which produced at least 3 places for a legit business trip). Vikki can't stop thinking about Victor - if only he'd come home and end these accusations - Dad's no murderer. Nick's with Mom - he killed that man.       Nikki thanks Mike for coming. We'll play this the way we discussed on the phone, Mike quietly coaches - then proceeds inside to greet Heather - let's get this over with - he and his client have better things to do today. Uncooperative, Nikki claims Victor talked about the wonderful
20090114200054AAv2Jy8	Entertainment & Music;Polls & Surveys	U of M or MSU, you pick?	michigan or michigan state?   which one do you prefer?
20081114084119AAQKGi9	Entertainment & Music;Television;Soap Operas	Who is your favorite soap opera character?	Who is your favorite soap character and why? Mine is Catherine Chancelor, she is one excellent actress. Bit of Jeanne Cooper trivia, both her parents were born on an Indian Reservation.
20080501202259AAA9CFN	Entertainment & Music;Music;R&B & Soul	SOS BAND! i love this song. what cha think of this record!?	thanks to my dude "ROB D". I TOTALLY forgot about this song. i just forget the meloy. camron did a remake also. nice groove.       http://www.youtube.com/watch?v=W25EI07fq... 
20080620130221AAaf9sS	Entertainment & Music;Movies	Which film are you excited to see October 24th, 2008?	A. Saw V   B. High school musical 3: Senior Year
20090110022508AAzvbJ0	Entertainment & Music;Polls & Surveys	POLL: What Is The Last Song You Listened To? ?	And what do you rate it out of 10.
20081113172924AAP56RC	Entertainment & Music;Polls & Surveys	Whats a good nickname for a girl who has a really pretty smile?	loong story haha
20080618174347AAolNTN	Entertainment & Music;Polls & Surveys	Has your inner child reached purberty?	If so, have you had "the talk"?
20081021094353AA1EFqp	Entertainment & Music;Music;R&B & Soul	90's hip hop fans, remember this joint?	I know that I shouldn't have been rocking this in the 7th grade but, this was the jam then. One of my fave from them.          http://www.youtube.com/watch?v=twXrd3vr7...       
20081017115402AAFxO90	Entertainment & Music;Music;R&B & Soul	The Four Tops are down to One Top?	R.I.P. Levi Stubbs      All the other members aside from Abdul 'Duke' Fakir have passed on, as well.  So if he releases a solo album, will it be called "The One Top"?
20081028163058AA8czSQ	Entertainment & Music;Music;Rap and Hip-Hop	What Rapper are you? and Why?	If you had to dress up as any rapper for Halloween who would it be and why?   Me i would be lil Wayne because i know if i was to jump out the bushes with that face i could really scare the neighborhood kids.
20081116032728AAyrq0N	Entertainment & Music;Jokes & Riddles	How about these to start this sunday morning off ?	Erin Go Bra Shopping      A man walked into the ladies department of a Macy's, and walked up to the woman behind the counter and said, "I'd like to buy a bra for my wife"What type of bra?" asked the clerk."Type?" inquires the man. "There is more than one type?""Look around," said the saleslady, as she showed a sea of bras in every shape, size, color and material. "Actually, even with all of this variety, there are really only three types of bras," replied the salesclerk.Confused, the man asked what the types were.The saleslady replied "The Catholic type, the, Salvation Army type, and the Baptist type. Which one do you need?"Still confused the man asked, "What is the difference between them?"The lady responded, "It is all really quite simple. The Catholic type supports the masses, the Salvation Army type lifts up the fallen, and the Baptist type makes mountains out of mole hills            Egg Donor      One day, while Sue was cleaning under the bed, she found a small box. Curious, she opened it and found 3 eggs and 10,000 dollars. A little bit suspicious, she confronted her husband of twenty years about it."Oh, that," Frank said. "Every time I cheated on you, I put an egg in this box." Sue was a bit unhappy about this, but figured that 3 affairs over twenty years wasn't so bad. "But what about the 10,000 dollars?" "Every time I got a dozen, I sold them."   
20081116033148AAGxbJV	Entertainment & Music;Jokes & Riddles	What about this oe is it funny or not ?	Asleep on beach      This guy fell asleep on the beach one day and the wind came up and blew sand all over him until he was covered with only his big toe sticking out.An old nympho was walking down the beach, saw the toe sticking up, pulled down her bikini bottom and squatted over the toe.She humped away till she was satisfied, pulled up her drawers and left.The guy woke up, brushed the sand away and left, not knowing what happened. The next day his foot itched like hell, and had a sore on it. He went to the Dr. and after an exam the doc told him he had syphilis of the big toe."Syphilis of the big toe?", he inquired, "isn't that rare."The doc said "You think that's rare, I had a woman in here this morning with athlete's p**sy."   
