20090306090811AASC6YB	Entertainment & Music;Music;Lyrics	Songs You Can Get Angry At?	Need One So Bad
20090306222556AAP5VRB	Entertainment & Music;Celebrities	Has Celine Dion ever had any children?	She sings beautiful songs, but when I was trying to get to sleep at 7am yesterday I couldn't think whether she had any children?! Quite annoying! Please help me, don't need another night w/o sleep!
20090306222625AAbbWxb	Entertainment & Music;Music;Other - Music	Song to learn on acoustic guitar?	hey, can you reccomend an acoustic song to learn? for ex: belly love - the kooks, banana pancakes - jack johnson, hallelujah - jeff buckley, to name a few. thanks in advance
20090306222705AA0URPl	Entertainment & Music;Music;Lyrics	Spanish songs for my dead grandmother?	she just passed i need good Spanish song to dedicate to her in Spanish
20090306222717AANpIzq	Entertainment & Music;Comics & Animation	Can anyone give me or tell me the name of the font that is used in DeathNote for L or Kira?	....the question says it!!!
20090306222909AA43hgL	Entertainment & Music;Music;Other - Music	What is grade 8 level guitar?	Hello.      When a UK music course (guitar penned) says you'll need an audition to get through, and says a good guide line to how good you need to be is Grade 8 Level, what is that on the guitar? How good is grade 8 on a guitar? Anyone have any examples, i.e. chords, songs, etc.
20090306223015AAzkBcU	Entertainment & Music;Comics & Animation	Does anybody know what Detective Conan website are ?	Please... Tell me !!! Because, I am a huge Conan fans..   Tx.
20090306223127AAv7UTA	Entertainment & Music;Television;Drama	Does anyone know the name of the song in the new gossip girl cermercially that say OMG at the end?	N/A
20090306223318AAYKoaU	Entertainment & Music;Music;Rock and Pop	Have you had any encounters with musically-challenged people?	N/A
20090306223357AAy84i9	Entertainment & Music;Music;Other - Music	Song played in Express store?	I'm looking for a song that was played in an Express clothing store a few years ago.  It sounded like dance music and the voice sounded like a cross between Justin Timberlake and Prince.  It may have been a remake/remix and the only lyrics I know are "your touch feels good all over" (repeated throughout the song).        Anyone have any information?
20090306223445AAbpzgP	Entertainment & Music;Music;Rap and Hip-Hop	What are some of your Guilty Pleasure songs?	Mine is Brittany Spears- Gimmie More the beginning part "it's brittany B****" cracks me up everytime and i end up listening to the rest of the song.... so whats yours???
20090306223658AAiCq3n	Entertainment & Music;Television;Other - Television	What tv show is this clip / description from?	The youtube clip:       http://www.youtube.com/watch?v=xZQw62cxw...       A late 80s/early 90s TV show for children with puppets and a live human male      It had a segment called "flying pictures" where kids could submit pictures   and the man would show them all with a song playing (they were usually pictures of characters from the show)   "pictures, flying pictures, red, and yellow, blue and   green and white. Pictures, flying pictures, little shapes   go by. Flying pictures in the sky."      There was also a bunny named Leelabee who sang a song   "Everything grows in leelabee's garden and I think   I know why. 'Cause all the plants here in Leelabee's garden   Have tenderness and love. And higher and higher the    vegetables grow. Sweeter and sweeter the smell of the roses."      There was also a horse that the man talked to who was a   puppet. And two buzzards (ones name I believe was buzz) who commented on things   from their tree above. There was also a man they   went to see who taught how to draw a specific thing   that day. Such as draw two circles, one big one little,    and it would turn into a kitty as he added detail.      Most of the characters were puppets, but the main host was a real live person. Maybe a farmer.    I think he was dressed like a farmer, and he had all of these animals around him, which   I believe were on a farm. Especially since he used to go up to the fence to see the horse.         It was my favorite show, and it's driving me nuts. HELP!!! I've submitted multiple questions asking if anyone knew.      I can tell you it isn't the electric company, the imagination station, Lamb Chop's Play-Along - THE FLOWERPOT MEN      Eureeka's Castle - Binyah's Surprise Snuffle Puppet show;   Paperplay, Penny Crayon,       Because all of those were suggested, and it's turned out none of them were it.      I can tell you that in the southeast USA at one point in time it came on at 1 pm on what I believe was PBS.   I remember because it came on at the same time as Day's of Our Lives. I believe that would have been in 1990-1993 range.      I've looked for years on youtube, google, yahoo, asked here on answers. If anyone has anything that might be able to help me, PLEASE      Thank you in advance.   1 day ago - 3 days left to answer.   Additional Details   TEN POINTS TO BEST ANSWER.       (if you even have a suggestion of somewhere I could look...even if you don't know the name of the show. Or even if you've heard of or remember the show and can prove i'm not crazy, lol)   1 day ago      On RETROJUNK.com several other people remember this show. And they remembered the horse's name is buddy. There were also other songs.      He did have a song with the verse:   Buddy, Buddy   You're a real good buddy of mine      And this was perhaps part of the same song, or a different one:   Great day in the morning   Everything's all right   [. . .]   Now, I don't care if the sun don't shine   We're gonna have us a real good time   Whether sunshine or pouring rain   The bottom line is still the same   1 day ago      and no..sorry...it's not pappyland
20090306223915AA5yBpq	Entertainment & Music;Celebrities	What is up with these stories on Chris Brown and Rihanna?	Hey guys, my mom bought some magazines from the store and all of them have Rihanna's face on them and one of them had a picture of Rihanna's face all bruised up, I read all of them and they got some ridiculous stories on how Chris Brown beat up Rihanna and blah blah blah... anyway there was a stupid story on how Rihanna was supposedly pregnant with Chris' child, come on people it was just an argument and I'm sure there was a little bit of physicality involved but Chris is not like that, I know its not, what do you think?
20090306224117AAgNNR8	Entertainment & Music;Horoscopes	Why does my chart feel nothing like me?	Not my aspects, not my placements, nothing. Some describe who I am, but others are just not me, not me at all.      I did charts for my whole family, which is a total of 7 people, excluding me. 3 out of the 7 believed that their vedic and western charts fit them, the other 4 thought it was all bs
20090306224548AAB7oVu	Entertainment & Music;Celebrities	Is there ANY American celebrity completely plastic-surgery/lip -plumping/fake teeth free? A "natural beauty"?	N/A
20090306224437AA0CdHz	Entertainment & Music;Movies	How long does it usually take to get new releases from Netflix?	Everytime I add a new release it either says long wait or very long wait. How long does it usually take after it's gone to dvd?
20090306224512AAHVywt	Entertainment & Music;Celebrities	Is Andy Rooney dead?I heard he had died awhile ago.?	N/A
20090306224601AAKIwtJ	Entertainment & Music;Music;Lyrics	What are the misheard lyrics to advance australia fair?	our national anthem
20090306224604AAOslS7	Entertainment & Music;Magazines	Has anyone gone to a Nickelback concert this year?	If so, I was wondering do they sing Far Away on this tour? I just found out they are coming to my town this summer and I really really want to hear them sing that song. I know their set list may not stay the same, but just wondered if they had been singing it.      Thanks =)
20090227060122AArbYzP	Entertainment & Music;Polls & Surveys	POLL : Do you like the question or the answer ?	N/A
20090227053109AA9bGCt	Entertainment & Music;Polls & Surveys	POLL : You well only click this question if you are weird.?	And if you did then you probably know who you are and I win this battle so give me a star
20090227050650AAPqDjQ	Entertainment & Music;Polls & Surveys	POLL : Is your hurly curly or straight ?:> LOL?	N/A
20090227050650AAcHyip	Entertainment & Music;Polls & Surveys	Poll: Is there anything fancier than the smell of bacon ..?	.... On a Wednesday morning?
20090227064752AALX3jd	Entertainment & Music;Polls & Surveys	If Mozilla Firefox and The Internet Explorer had a fight who would win?	N/A
20090307010435AAh7nze	Entertainment & Music;Music;Rock and Pop	What was the last concert you've been to?	N/A
20090227044611AAhQnJB	Entertainment & Music;Polls & Surveys	Does your driver's license picture look like a mug shot?	Or your passport's for that matter ?       Mine doesn't.
20090226193135AAGfgrW	Entertainment & Music;Music;Rap and Hip-Hop	Who's your favorite rapper?	mine's lord infamous, obviously, lol; who's yours?
20090227064341AAXwrIn	Entertainment & Music;Polls & Surveys	What would your last meal be if you have to see your creator soon, what would?	be on the menu befor seeing him?
20090227060802AAmDvoH	Entertainment & Music;Polls & Surveys	Which FAMILY GUY character are you?	I would say i am: Stewie      REASON: because he says how he feels at all times and at any cost and b-cuz i love stewie
20090227055305AAQLGfQ	Entertainment & Music;Polls & Surveys	Poll: Would this quote make sense in our lives now with the worlds economic problems?	He who learns must suffer. And even in our sleep pain that cannot forget falls drop by drop upon the heart, and in our own despair, against our will, comes wisdom to us by the awful grace of God.    Aeschylus    With people losing jobs, home foreclosers,banks failing, nations at a standstill does the words of Aeschylus sound real even in our sleep?
